EX_glc__D_e_i,EX_ala__L_e_i,EX_arg__L_e_i,EX_asn__L_e_i,EX_asp__L_e_i,EX_glu__L_e_i,EX_gln__L_e_i,EX_gly_e_i,EX_his__L_e_i,EX_ile__L_e_i,EX_leu__L_e_i,EX_lys__L_e_i,EX_met__L_e_i,EX_phe__L_e_i,EX_pro__L_e_i,EX_ser__L_e_i,EX_thr__L_e_i,EX_trp__L_e_i,EX_tyr__L_e_i,EX_val__L_e_i,EX_thm_e_i,EX_pydxn_e_i,EX_cys__L_e_i,EX_cl_e_i,EX_nh4_e_i,EX_so4_e_i,EX_pi_e_i,EX_k_e_i,EX_na1_e_i,EX_mg2_e_i,EX_ca2_e_i,EX_fe2_e_i,EX_zn2_e_i,EX_cu2_e_i,EX_mobd_e_i,EX_cit_e_i,EX_tsul_e_i,GR_AVG
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.055011,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,1e-06,0.001,2.0,0.0,0.5854152579166666
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05502,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,1e-05,0.001,2.0,0.0,0.5547620885454546
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.055510000000002,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0005,0.001,2.0,0.0,0.5380792669166666
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05601,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.001,0.001,2.0,0.0,0.6096484613333334
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.0,11.0,1.05,0.005,1e-05,0.0001,0.0,2.0,0.0,0.6410693495
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.0001999999999995,11.0,1.05,0.005,1e-05,0.0001,0.0001,2.0,0.0,0.6917259824166666
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.01,11.0,1.05,0.005,1e-05,0.0001,0.005,2.0,0.0,0.5642721520833334
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.02,11.0,1.05,0.005,1e-05,0.0001,0.01,2.0,0.0,0.5746281766666667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.2,11.0,1.05,0.005,1e-05,0.0001,0.1,2.0,0.0,0.6213589906666667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.055100000000001,61.5385,125.0385,7.002,11.0,1.05,0.005,0.0,0.0001,0.001,2.0,0.0,0.3536300534166667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.055150000000001,61.5385,125.0385,7.002,11.0,1.05,0.005,5e-05,0.0001,0.001,2.0,0.0,0.5988982747272726
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.055200000000001,61.5385,125.0385,7.002,11.0,1.05,0.005,0.0001,0.0001,0.001,2.0,0.0,0.5962641369166667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.0561,61.5385,125.0385,7.002,11.0,1.05,0.005,0.001,0.0001,0.001,2.0,0.0,0.6537086163333333
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002,0.0,8.0,3.0,11.065100000000001,61.5385,125.0385,7.002,11.0,1.05,0.005,0.01,0.0001,0.001,2.0,0.0,0.5981895549166666
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.5347217701666667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0001,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.56975997275
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.001,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.6373155188333334
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.05,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.5930716870909091
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.1,0.002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.6099416347272727
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.0,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.5576647775833333
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.0002,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.48658914700000006
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.01,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.40817873658333337
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.02,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.6599087119166667
20.0,2.0,0.2,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.2,0.0,8.0,3.0,11.05511,61.5385,125.0385,7.002,11.0,1.05,0.005,1e-05,0.0001,0.001,2.0,0.0,0.5595495221666666
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,140.5115,77.143,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.856646392
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,171.2,138.52,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.8530642011999999
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,201.95,200.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.5851969163333334
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,232.7,261.52,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7658580534999999
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7425194012559055
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,186.4885,246.0585,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.756084315
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,197.45,257.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.8001333191666666
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,208.45,268.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7637437463333333
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,224.95,284.52,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.79342244775
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,200.0,323.02,20.619999999999997,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.8160411576666666
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,221.15,323.02,62.92,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.792210121
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,242.3,323.02,105.21999999999998,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7406843016666667
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,284.6,323.02,189.82,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6979577201666666
0.02,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6844854914999999
0.22,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6671356298
2.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.9077656145
20.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.8908146203999999
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,10.03,1.0764999999999998,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.750312055
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,10.23,1.1764999999999999,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7632447552
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,12.0,2.0614999999999997,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7504579562
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,210.0,101.06150000000001,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6195242778333333
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,10.046,20.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.74955808
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,10.146,20.1,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7733209865
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,11.046,21.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7759885350000001
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,110.04599999999999,120.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6411521056666666
200.0,0.0,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.737052398
200.0,0.002,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7457522213333334
200.0,0.02,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.725151424
200.0,2.0,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6508373033333333
200.0,0.2,0.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7289924683333333
200.0,0.2,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.718883345
200.0,0.2,0.02,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.751102602
200.0,0.2,0.2,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7826954008333334
200.0,0.2,2.0,0.0,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7545496942
200.0,0.2,2.0,0.02,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7948749908333334
200.0,0.2,2.0,0.2,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.771960903
200.0,0.2,2.0,2.0,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7655195318333333
200.0,0.2,2.0,0.002,0.0,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.745475203
200.0,0.2,2.0,0.002,0.02,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7804498351666666
200.0,0.2,2.0,0.002,0.2,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7583718831666667
200.0,0.2,2.0,0.002,2.0,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6923173650000001
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.0,20.042,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7402028086
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.04,20.082,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7928879686666667
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.4,20.442,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6998300502
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,4.0,24.042,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.5632507731666666
200.0,0.2,2.0,0.002,0.002,0.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.6001862898333333
200.0,0.2,2.0,0.002,0.002,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.5938416125
200.0,0.2,2.0,0.002,0.002,0.02,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.5935893376
200.0,0.2,2.0,0.002,0.002,2.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7349551583333334
200.0,0.2,2.0,0.002,0.002,0.2,0.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.757768928
200.0,0.2,2.0,0.002,0.002,0.2,0.002,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.730389781
200.0,0.2,2.0,0.002,0.002,0.2,0.02,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7393257143333334
200.0,0.2,2.0,0.002,0.002,0.2,2.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.72988547
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7449083405
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.02,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7225966979999999
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.2,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7239633793333334
200.0,0.2,2.0,0.002,0.002,0.2,0.2,2.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7043829205000001
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.0,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7457336248333334
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.002,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7397861348333333
200.0,0.2,2.0,0.002,0.002,0.2,0.2,0.002,0.02,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002,0.004,20.046,30.0,11.0615,263.45,323.02,147.52,1.01,0.0015,0.05,0.01,0.001,0.01,0.2,5.0,0.7378336436666667
